"","breed","outcome_subtype","outcome_type","sex","Spay.Neuter","age.at.outcome","age_group","dob_year","dob_month","dob_monthyear","outcome_month","outcome_year","outcome_weekday","outcome_hour","cfa_breed","domestic_breed","coat_pattern","color1","color2","coat","is.kitten","adopted"
"141","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-08","8",2014,"Thursday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"142","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,8,"2014-09","9",2014,"Tuesday",16,FALSE,TRUE,"tabby","blue","","blue",FALSE,TRUE
"143","domestic longhair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,10,"2014-01","1",2014,"Saturday",14,FALSE,TRUE,"solid","white","black","white",TRUE,TRUE
"144","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2014,1,"2014-06","6",2014,"Saturday",13,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"145","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,7,"2013-10","10",2013,"Friday",12,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"146","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-07","7",2014,"Wednesday",17,FALSE,TRUE,"solid","white","blue","white",TRUE,TRUE
"147","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-11","11",2014,"Wednesday",14,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"148","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2013,12,"2014-05","5",2014,"Thursday",16,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"149","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-06","6",2014,"Thursday",15,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"150","domestic shorthair","","Adoption","Male",TRUE,0.410958904,"(-0.022, 2.2]",2014,4,"2014-09","9",2014,"Sunday",16,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"151","domestic shorthair","","Adoption","Female",TRUE,0.082191781,"(-0.022, 2.2]",2014,5,"2014-07","7",2014,"Saturday",13,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"152","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,6,"2014-08","8",2014,"Tuesday",13,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"153","domestic shorthair","","Adoption","Female",TRUE,0.657534247,"(-0.022, 2.2]",2013,11,"2014-07","7",2014,"Friday",18,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"154","domestic mediumhair","","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Sunday",14,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"155","domestic shorthair","Foster","Adoption","Female",TRUE,4,"(2.2, 4.4]",2010,4,"2014-04","4",2014,"Sunday",15,FALSE,TRUE,"tortie","other","blue cream","tortie",FALSE,TRUE
"156","domestic shorthair","","Adoption","Male",TRUE,0.082191781,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Monday",18,FALSE,TRUE,"solid","blue","","blue",TRUE,TRUE
"157","domestic shorthair","","Adoption","Female",TRUE,6,"(4.4, 6.6]",2008,6,"2014-07","7",2014,"Saturday",13,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,TRUE
"158","domestic shorthair","Offsite","Adoption","Male",TRUE,0.082191781,"(-0.022, 2.2]",2013,8,"2013-10","10",2013,"Sunday",12,FALSE,TRUE,"solid","blue","","blue",TRUE,TRUE
"159","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,9,"2013-12","12",2013,"Friday",17,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"160","domestic shorthair","","Adoption","Male",TRUE,4,"(2.2, 4.4]",2009,8,"2014-02","2",2014,"Friday",15,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"161","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2014,4,"2014-09","9",2014,"Monday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"162","himalayan","Foster","Adoption","Female",TRUE,13,"(11.0, 13.2]",2001,7,"2014-12","12",2014,"Friday",14,FALSE,TRUE,"point","other","","lynx",FALSE,TRUE
"163","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-06","6",2014,"Tuesday",14,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"164","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Saturday",17,FALSE,TRUE,"tabby","white","blue","white",TRUE,TRUE
"165","domestic shorthair","","Adoption","Male",TRUE,0.575342466,"(-0.022, 2.2]",2013,8,"2014-03","3",2014,"Sunday",18,FALSE,TRUE,"tabby","black","white","black ",FALSE,TRUE
"166","siamese","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Friday",14,TRUE,FALSE,"point","other","","seal",TRUE,TRUE
"167","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2013,5,"2014-06","6",2014,"Friday",11,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"168","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Wednesday",12,FALSE,TRUE,"tabby","other","","cream",TRUE,TRUE
"169","russian blue","Foster","Adoption","Male",TRUE,0.082191781,"(-0.022, 2.2]",2014,2,"2014-04","4",2014,"Friday",18,TRUE,FALSE,"solid","blue","","blue",TRUE,TRUE
"170","manx","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-05","5",2014,"Thursday",17,TRUE,FALSE,"tabby","blue","","blue",TRUE,TRUE
"171","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Saturday",8,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"172","domestic shorthair","Offsite","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,9,"2013-12","12",2013,"Saturday",14,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"173","domestic shorthair","","Adoption","Female",TRUE,7,"(6.6, 8.8]",2006,12,"2013-12","12",2013,"Sunday",23,FALSE,TRUE,"tabby","blue","","blue",FALSE,TRUE
"174","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2014,6,"2014-10","10",2014,"Saturday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"175","domestic shorthair","Offsite","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Sunday",16,FALSE,TRUE,"solid","white","blue","white",TRUE,TRUE
"176","domestic shorthair","","Adoption","Female",TRUE,8,"(6.6, 8.8]",2006,6,"2014-08","8",2014,"Tuesday",13,FALSE,TRUE,"tortie","other","","tortie",FALSE,TRUE
"177","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2013,6,"2013-10","10",2013,"Monday",13,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"178","domestic longhair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Tuesday",16,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"179","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2013,2,"2014-03","3",2014,"Saturday",18,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"180","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Tuesday",7,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"181","angora","","Adoption","Male",TRUE,0.904109589,"(-0.022, 2.2]",2013,2,"2014-01","1",2014,"Sunday",17,FALSE,TRUE,"solid","white","","white",FALSE,TRUE
"182","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Saturday",18,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"183","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,5,"2014-07","7",2014,"Sunday",18,FALSE,TRUE,"other","black","","black",FALSE,TRUE
"184","domestic shorthair","","Adoption","Male",TRUE,0.575342466,"(-0.022, 2.2]",2014,3,"2014-10","10",2014,"Saturday",14,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"185","himalayan","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,11,"2014-01","1",2014,"Thursday",11,FALSE,TRUE,"point","other","","flame",TRUE,TRUE
"186","domestic longhair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,2,"2014-06","6",2014,"Sunday",16,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"187","domestic shorthair","","Adoption","Male",TRUE,0.082191781,"(-0.022, 2.2]",2014,6,"2014-08","8",2014,"Saturday",18,FALSE,TRUE,"solid","white","","white",TRUE,TRUE
"188","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,1,"2014-04","4",2014,"Tuesday",14,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"189","domestic shorthair","","Adoption","Male",TRUE,3,"(2.2, 4.4]",2010,12,"2014-01","1",2014,"Wednesday",15,FALSE,TRUE,"solid","black","white","black",FALSE,TRUE
"190","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,6,"2014-08","8",2014,"Thursday",11,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"191","domestic shorthair","","Adoption","Male",TRUE,3,"(2.2, 4.4]",2011,3,"2014-09","9",2014,"Tuesday",17,FALSE,TRUE,"tabby","orange","","orange",FALSE,TRUE
"192","domestic mediumhair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",20,FALSE,TRUE,"tabby","white","brown","white",TRUE,TRUE
"193","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-07","7",2014,"Saturday",11,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"194","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-07","7",2014,"Saturday",20,FALSE,TRUE,"solid","blue","","blue",TRUE,TRUE
"195","domestic shorthair","","Adoption","Male",TRUE,0.410958904,"(-0.022, 2.2]",2013,4,"2013-10","10",2013,"Saturday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"196","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,10,"2013-12","12",2013,"Sunday",15,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"197","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Saturday",17,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"198","russian blue","","Adoption","Male",FALSE,0.164383562,"(-0.022, 2.2]",2013,11,"2014-02","2",2014,"Sunday",12,TRUE,FALSE,"solid","blue","","blue",TRUE,TRUE
"199","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,8,"2013-11","11",2013,"Saturday",17,FALSE,TRUE,"other","black","","black",TRUE,TRUE
"200","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-06","6",2014,"Sunday",17,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"201","domestic shorthair","","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2014,3,"2014-08","8",2014,"Saturday",13,FALSE,TRUE,"solid","black","","black",TRUE,TRUE
"202","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Friday",11,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"203","domestic shorthair","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2013,7,"2013-11","11",2013,"Friday",17,FALSE,TRUE,"tabby","brown","white","brown ",TRUE,TRUE
"204","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-11","11",2014,"Monday",12,FALSE,TRUE,"tabby","other","white","cream ",TRUE,TRUE
"205","domestic shorthair","Offsite","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,8,"2013-11","11",2013,"Wednesday",8,FALSE,TRUE,"solid","blue","","blue",TRUE,TRUE
"206","domestic shorthair","","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2014,9,"2014-12","12",2014,"Saturday",17,FALSE,TRUE,"torbie","other","white","torbie",TRUE,TRUE
"207","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,6,"2014-09","9",2014,"Sunday",17,FALSE,TRUE,"solid","blue","white","blue",TRUE,TRUE
"208","domestic shorthair","","Adoption","Female",TRUE,1,"(-0.022, 2.2]",2013,6,"2014-07","7",2014,"Sunday",19,FALSE,TRUE,"solid","white","","white",FALSE,TRUE
"209","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Monday",17,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"210","domestic shorthair","","Adoption","Female",TRUE,0.821917808,"(-0.022, 2.2]",2013,3,"2014-01","1",2014,"Saturday",18,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,TRUE
"211","domestic shorthair","","Adoption","Male",TRUE,3,"(2.2, 4.4]",2011,4,"2014-06","6",2014,"Sunday",17,FALSE,TRUE,"tabby","blue","","blue",FALSE,TRUE
"212","domestic longhair","","Adoption","Male",TRUE,7,"(6.6, 8.8]",2006,8,"2014-04","4",2014,"Tuesday",17,FALSE,TRUE,"solid","white","black","white",FALSE,TRUE
"213","domestic shorthair","","Adoption","Female",TRUE,0.739726027,"(-0.022, 2.2]",2013,5,"2014-03","3",2014,"Tuesday",11,FALSE,TRUE,"solid","white","","white",FALSE,TRUE
"214","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Saturday",17,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"215","domestic mediumhair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Monday",19,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"216","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Sunday",17,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"217","domestic shorthair","","Adoption","Female",FALSE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-07","7",2014,"Sunday",16,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"218","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2013,10,"2014-10","10",2014,"Monday",11,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,TRUE
"219","domestic shorthair","","Adoption","Female",TRUE,0.082191781,"(-0.022, 2.2]",2014,4,"2014-06","6",2014,"Saturday",13,FALSE,TRUE,"tabby","white","orange","white",TRUE,TRUE
"220","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,10,"2013-12","12",2013,"Monday",14,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"221","domestic mediumhair","","Adoption","Female",TRUE,0.493150685,"(-0.022, 2.2]",2013,5,"2013-11","11",2013,"Friday",19,FALSE,TRUE,"calico","other","","calico",FALSE,TRUE
"222","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-11","11",2014,"Wednesday",10,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"223","domestic longhair/persian","Foster","Adoption","Female",TRUE,6,"(4.4, 6.6]",2007,6,"2013-12","12",2013,"Wednesday",13,TRUE,TRUE,"solid","other","","blue cream",FALSE,TRUE
"224","domestic shorthair","Foster","Adoption","Male",TRUE,0.328767123,"(-0.022, 2.2]",2013,8,"2014-01","1",2014,"Wednesday",10,FALSE,TRUE,"solid","white","black","white",TRUE,TRUE
"225","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Sunday",12,FALSE,TRUE,"solid","white","blue","white",TRUE,TRUE
"226","domestic shorthair","","Adoption","Male",TRUE,5,"(4.4, 6.6]",2009,6,"2014-07","7",2014,"Sunday",17,FALSE,TRUE,"tabby","brown","white","brown ",FALSE,TRUE
"227","domestic shorthair","","Adoption","Female",TRUE,0.328767123,"(-0.022, 2.2]",2013,6,"2013-10","10",2013,"Tuesday",10,FALSE,TRUE,"tabby","other","","cream",TRUE,TRUE
"228","snowshoe","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,7,"2013-10","10",2013,"Tuesday",16,FALSE,TRUE,"point","blue","","blue",TRUE,TRUE
"229","domestic shorthair","Foster","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",17,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"230","domestic shorthair","","Adoption","Male",TRUE,0.328767123,"(-0.022, 2.2]",2014,4,"2014-08","8",2014,"Thursday",12,FALSE,TRUE,"tabby","other","white","cream ",TRUE,TRUE
"231","siamese","","Adoption","Female",TRUE,0.246575342,"(-0.022, 2.2]",2013,8,"2013-12","12",2013,"Sunday",14,TRUE,FALSE,"calico","other","","calico",TRUE,TRUE
"232","domestic shorthair","","Adoption","Male",TRUE,3,"(2.2, 4.4]",2011,1,"2014-01","1",2014,"Tuesday",15,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"233","domestic shorthair","Foster","Adoption","Male",TRUE,3,"(2.2, 4.4]",2010,10,"2014-03","3",2014,"Saturday",15,FALSE,TRUE,"tabby","orange","","orange",FALSE,TRUE
"234","domestic shorthair","Foster","Adoption","Male",TRUE,0.575342466,"(-0.022, 2.2]",2014,3,"2014-10","10",2014,"Wednesday",10,FALSE,TRUE,"tabby","orange","","orange",FALSE,TRUE
"235","domestic shorthair","","Adoption","Female",TRUE,2,"(-0.022, 2.2]",2012,10,"2014-10","10",2014,"Sunday",19,FALSE,TRUE,"tortie","other","","tortie",FALSE,TRUE
"236","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-08","8",2014,"Thursday",17,FALSE,TRUE,"other","black","","black",TRUE,TRUE
"237","domestic shorthair","","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2013,10,"2014-03","3",2014,"Friday",18,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"238","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",18,FALSE,TRUE,"other","black","","black",TRUE,TRUE
"239","domestic shorthair","","Adoption","Male",TRUE,3,"(2.2, 4.4]",2011,9,"2014-10","10",2014,"Sunday",17,FALSE,TRUE,"solid","blue","","blue",FALSE,TRUE
"240","domestic shorthair","","Adoption","Female",TRUE,5,"(4.4, 6.6]",2009,6,"2014-07","7",2014,"Monday",15,FALSE,TRUE,"solid","blue","white","blue",FALSE,TRUE
"241","domestic shorthair","Foster","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2012,10,"2014-04","4",2014,"Saturday",10,FALSE,TRUE,"tabby","brown","","brown",FALSE,TRUE
"242","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-11","11",2014,"Monday",18,FALSE,TRUE,"tabby","other","white","gray ",TRUE,TRUE
"243","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Friday",13,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"244","domestic shorthair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2012,11,"2014-08","8",2014,"Sunday",17,FALSE,TRUE,"solid","blue","","blue",FALSE,TRUE
"245","domestic shorthair","Foster","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2013,10,"2014-01","1",2014,"Monday",17,FALSE,TRUE,"calico","other","","calico",TRUE,TRUE
"246","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-11","11",2014,"Sunday",16,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"247","domestic shorthair","","Adoption","Female",TRUE,12,"(11.0, 13.2]",2002,4,"2014-11","11",2014,"Saturday",14,FALSE,TRUE,"tortie","other","","tortie",FALSE,TRUE
"248","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,3,"2014-06","6",2014,"Saturday",13,FALSE,TRUE,"torbie","other","","torbie",TRUE,TRUE
"249","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-10","10",2014,"Tuesday",16,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"250","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,8,"2013-11","11",2013,"Sunday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"251","domestic shorthair","Foster","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,8,"2014-10","10",2014,"Saturday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"252","domestic shorthair","Foster","Adoption","Male",TRUE,0.246575342,"(-0.022, 2.2]",2014,4,"2014-07","7",2014,"Saturday",19,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"253","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,9,"2014-11","11",2014,"Saturday",12,FALSE,TRUE,"tabby","orange","white","orange ",TRUE,TRUE
"254","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,7,"2013-10","10",2013,"Sunday",18,FALSE,TRUE,"tabby","blue","","blue",TRUE,TRUE
"255","siamese","","Adoption","Male",TRUE,2,"(-0.022, 2.2]",2012,8,"2014-10","10",2014,"Wednesday",17,TRUE,FALSE,"point","other","","flame",FALSE,TRUE
"256","domestic shorthair","","Adoption","Female",TRUE,0.164383562,"(-0.022, 2.2]",2014,7,"2014-09","9",2014,"Monday",14,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"257","domestic mediumhair","","Adoption","Male",TRUE,1,"(-0.022, 2.2]",2012,8,"2013-12","12",2013,"Saturday",17,FALSE,TRUE,"solid","black","","black",FALSE,TRUE
"258","domestic mediumhair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2014,5,"2014-08","8",2014,"Friday",18,FALSE,TRUE,"tabby","brown","","brown",TRUE,TRUE
"259","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,8,"2013-11","11",2013,"Monday",18,FALSE,TRUE,"tabby","orange","","orange",TRUE,TRUE
"260","domestic shorthair","","Adoption","Male",TRUE,0.164383562,"(-0.022, 2.2]",2013,7,"2013-10","10",2013,"Thursday",18,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"261","domestic shorthair","","Adoption","Female",TRUE,0.082191781,"(-0.022, 2.2]",2014,5,"2014-07","7",2014,"Wednesday",17,FALSE,TRUE,"solid","black","white","black",TRUE,TRUE
"262","domestic shorthair","Foster","Adoption","Female",TRUE,0.410958904,"(-0.022, 2.2]",2013,7,"2013-12","12",2013,"Tuesday",13,FALSE,TRUE,"tortie","other","","tortie",TRUE,TRUE
"263","domestic shorthair","","Adoption","Male",TRUE,0.082191781,"(-0.022, 2.2]",2013,8,"2013-10","10",2013,"Sunday",14,FALSE,TRUE,"other","other","black","chocolate",TRUE,TRUE
